,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,No of hours,Approximated Social Grade
521624,1,1,2,5,1,2,1,1,1,2,1,6,6,3,35.0,2
422885,2,1,2,4,2,2,1,2,1,1,1,7,4,3,38.0,2
360389,6,1,2,3,1,2,2,1,1,2,1,7,6,2,18.0,4
470828,2,1,2,5,2,2,1,2,1,2,2,4,8,3,38.0,2
547512,1,1,1,3,1,2,1,1,1,2,1,6,11,4,60.0,3
433534,2,1,1,2,1,2,2,2,3,4,1,3,8,3,40.0,2
328803,2,1,1,3,3,2,1,1,1,9,1,3,6,2,27.0,2
424628,2,1,1,6,2,2,1,1,1,9,1,1,3,3,46.0,1
438801,2,1,1,3,2,2,1,1,1,2,1,2,12,3,31.0,1
318282,2,1,1,7,2,2,2,1,5,2,1,2,11,1,5.0,1
526620,3,1,1,3,1,2,1,2,1,2,2,5,3,3,32.0,3
361706,2,1,2,4,2,2,1,2,3,4,2,2,11,2,25.0,1
317057,2,1,2,5,2,2,1,1,1,2,1,8,8,1,15.0,4
353506,2,1,2,6,2,2,1,2,1,1,1,9,11,2,16.0,4
559338,3,1,1,5,1,2,1,2,4,2,1,9,8,4,50.0,3
390303,1,1,2,5,4,2,1,2,1,1,1,6,11,3,40.0,4
434605,1,1,2,5,1,2,1,2,1,9,1,2,2,3,39.0,1
554299,3,1,1,3,1,2,1,1,1,2,2,3,6,4,60.0,2
482112,3,1,1,4,1,2,1,2,1,2,2,9,8,3,35.0,4
431620,2,1,1,5,2,2,1,2,1,1,1,7,2,3,40.0,4
481164,2,1,2,2,1,2,1,1,1,2,1,2,10,3,44.0,1
370546,2,1,1,3,2,2,2,1,1,6,1,2,10,2,22.0,1
341437,2,1,2,5,2,2,1,2,1,2,1,3,4,2,20.0,2
554326,2,1,2,5,2,2,2,2,3,2,2,6,11,4,49.0,4
459642,3,1,2,2,1,2,1,1,1,9,1,7,5,3,48.0,2
528215,1,1,1,5,1,2,1,2,1,2,2,5,3,3,33.0,3
567732,2,1,1,3,2,2,1,3,1,2,1,5,3,4,59.0,3
448469,1,1,1,3,2,2,1,2,1,1,1,1,2,3,35.0,2
488412,3,1,2,3,1,2,1,1,1,2,1,6,11,3,40.0,3
335626,2,1,2,3,2,2,1,2,1,1,1,6,10,2,21.0,3
531241,3,1,1,3,4,2,1,1,1,1,1,2,10,3,31.0,1
370309,3,1,2,6,4,2,1,2,1,2,1,9,11,2,19.0,4
337936,1,1,2,7,5,2,1,2,1,2,1,2,9,2,30.0,1
325718,2,1,2,2,1,1,2,1,1,2,4,7,5,1,5.0,2
492598,2,1,1,5,2,2,1,1,1,2,1,2,6,3,40.0,1
513629,2,1,2,3,2,2,1,1,1,2,1,2,8,3,46.0,1
370327,2,1,1,7,2,2,1,2,1,2,1,9,6,2,25.0,4
460988,2,1,2,4,2,2,1,1,1,2,2,1,12,3,46.0,1
468802,2,1,2,6,2,2,1,2,1,2,1,4,8,3,42.0,2
442408,1,1,1,5,3,2,1,1,1,2,1,9,2,3,37.0,4
536854,1,1,2,3,1,2,1,1,1,1,1,6,8,4,50.0,2
360444,1,1,2,5,4,2,1,2,1,2,1,9,4,2,16.0,4
413972,1,1,1,5,4,2,1,1,1,1,2,8,6,3,38.0,3
381124,2,1,2,4,2,2,1,1,1,2,1,7,4,3,35.0,4
485975,6,1,1,3,1,2,1,1,1,1,1,5,2,3,37.0,3
388295,2,1,1,3,2,2,1,1,1,2,1,2,11,3,41.0,1
459328,2,1,1,4,2,2,1,1,1,2,1,5,4,3,48.0,3
540324,2,1,1,4,2,2,2,1,1,2,1,2,2,4,58.0,1
360438,2,1,2,3,2,2,2,2,3,9,1,9,11,2,26.0,4
485709,3,1,2,3,1,2,1,1,1,9,1,3,9,3,38.0,2
549311,1,1,1,3,1,2,1,1,1,2,1,5,2,4,56.0,3
394705,2,1,2,4,2,2,1,2,1,1,1,4,6,3,41.0,2
553297,1,1,1,3,4,2,1,1,1,1,1,2,2,4,49.0,1
307369,6,1,2,6,1,2,1,3,1,2,1,9,4,1,11.0,4
333186,2,1,2,6,2,2,1,1,1,1,1,6,11,2,19.0,3
319112,2,1,2,6,2,2,2,2,1,2,1,9,3,1,9.0,4
367631,2,1,1,2,1,2,1,1,1,2,1,7,4,2,26.0,4
325242,1,1,2,2,1,1,1,2,1,2,4,7,4,1,10.0,2
475410,3,1,1,4,1,2,1,3,1,1,1,9,3,3,35.0,4
446740,2,1,1,3,2,2,1,1,1,1,1,4,9,3,36.0,2
492788,2,1,1,4,2,2,1,1,1,2,1,1,4,3,35.0,1
305126,2,1,2,3,2,2,1,2,1,1,1,7,4,1,2.0,4
315366,2,1,1,2,1,2,1,1,1,9,1,7,4,1,5.0,4
388675,3,1,2,2,1,2,1,1,1,2,1,6,12,3,37.0,3
459206,3,1,2,3,1,2,1,1,1,1,1,3,8,3,36.0,2
318631,1,1,2,3,1,2,1,1,1,2,1,3,4,1,9.0,2
371089,5,1,2,3,1,2,1,1,1,1,1,6,11,2,17.0,4
484726,3,1,2,3,1,2,1,1,1,2,1,1,4,3,45.0,2
415951,2,1,1,6,2,2,1,2,1,2,1,2,1,3,33.0,2
539004,1,1,1,3,1,2,1,2,1,1,1,2,9,4,49.0,1
514415,2,1,1,2,1,2,1,1,1,2,1,2,3,3,33.0,1
504835,2,1,1,3,1,2,1,1,3,4,2,3,7,3,36.0,2
466521,2,1,1,3,2,2,1,1,1,9,1,5,2,3,43.0,3
309200,2,1,2,4,2,2,1,1,1,2,1,2,10,1,7.0,1
476128,5,1,2,3,1,2,1,2,1,2,1,6,11,3,31.0,4
539524,2,1,1,5,2,2,1,1,1,2,2,1,5,4,50.0,2
463440,2,1,1,4,2,2,1,1,1,2,1,3,7,3,46.0,1
491632,4,1,1,5,2,2,1,5,1,2,1,5,4,3,43.0,3
348815,2,1,2,6,2,2,1,3,1,2,1,2,10,2,28.0,1
400448,3,1,2,3,1,2,1,1,1,1,1,2,2,3,47.0,1
439988,3,1,2,2,1,2,1,1,1,1,1,1,4,3,48.0,1
427604,2,1,1,5,1,2,1,1,1,2,1,8,2,3,33.0,3
346450,3,1,1,3,2,2,2,2,1,9,1,7,8,2,18.0,2
394134,3,1,1,3,1,2,1,2,1,1,1,3,11,3,39.0,2
380030,2,1,1,2,1,2,1,1,1,2,1,4,7,2,26.0,2
506076,1,1,1,5,3,2,2,2,5,1,2,1,4,3,47.0,2
401899,3,1,2,3,1,2,1,2,1,2,1,1,11,3,45.0,1
335325,3,1,2,4,1,2,1,3,1,2,1,8,6,2,17.0,4
442143,2,1,2,2,1,2,1,1,1,2,1,3,2,3,34.0,2
533914,2,1,2,2,1,2,1,1,1,2,1,2,10,3,48.0,1
560605,2,1,1,6,2,2,1,1,1,1,1,8,4,4,56.0,3
315591,2,1,2,4,2,2,1,1,1,2,1,5,5,1,3.0,4
408584,5,1,1,2,1,2,1,2,1,2,1,4,6,3,36.0,2
331752,2,1,2,2,1,2,1,2,1,1,1,9,4,2,29.0,4
340460,2,1,1,6,2,2,1,4,1,2,1,8,4,2,29.0,4
555603,2,1,1,5,2,2,1,2,1,2,1,1,7,4,53.0,1
447100,2,1,2,4,2,2,1,1,1,2,1,4,4,3,32.0,2
560940,2,1,1,2,1,2,1,1,1,1,1,9,8,4,49.0,4
325503,5,1,2,2,1,1,1,1,4,2,4,7,4,1,1.0,2
341590,2,1,2,2,1,2,1,2,1,9,1,3,9,2,26.0,2
305908,2,1,2,5,2,2,1,2,1,2,1,6,11,1,10.0,4
372444,2,1,1,5,2,2,2,1,4,2,1,6,11,2,29.0,3
332828,3,1,2,4,4,2,1,1,1,1,2,3,9,2,22.0,2
312454,2,1,2,2,1,2,1,1,1,1,1,4,9,1,13.0,2
417158,4,1,1,4,1,2,1,1,1,9,1,5,3,3,36.0,3
318749,5,1,2,5,4,2,1,2,1,2,1,9,2,1,12.0,4
523874,5,1,1,4,1,2,1,2,4,2,1,4,9,3,47.0,2
323076,2,1,1,6,2,2,1,2,1,2,1,9,6,1,3.0,4
489845,3,1,1,2,1,2,1,1,1,2,1,7,4,3,33.0,3
412325,2,1,2,2,1,2,1,1,1,2,1,9,2,3,44.0,4
492578,3,1,1,7,4,2,1,4,1,2,1,9,8,3,47.0,3
328064,-9,1,1,2,1,1,1,1,1,2,4,9,12,1,13.0,-9
482765,3,1,1,5,4,2,1,2,1,2,1,4,2,3,38.0,2
371380,5,1,2,6,5,2,1,1,1,2,1,3,9,2,21.0,2
330609,2,1,1,6,2,2,2,2,3,7,1,6,10,2,28.0,3
323818,2,1,2,4,2,2,1,2,3,6,1,6,11,1,12.0,4
393076,2,1,1,6,2,2,1,1,1,1,1,9,4,3,32.0,4
413653,3,1,1,4,4,2,1,1,1,2,1,5,3,3,36.0,3
552040,1,1,1,3,4,2,1,1,1,2,1,2,10,4,56.0,1
435772,2,1,2,3,1,2,1,1,2,1,1,2,8,3,35.0,1
502248,2,1,1,4,2,2,1,2,1,1,1,2,2,3,35.0,1
480510,1,1,1,5,1,2,1,1,1,2,1,7,4,3,32.0,4
383702,2,1,1,6,2,2,1,1,1,2,1,5,7,3,39.0,3
495087,2,1,1,5,2,2,1,1,1,2,2,5,3,3,43.0,3
533105,1,1,1,5,1,2,1,5,1,2,1,9,3,3,48.0,4
484016,2,1,1,6,2,2,1,4,1,9,1,5,4,3,32.0,3
545097,2,1,1,6,2,2,1,2,1,2,1,1,4,4,51.0,1
518440,1,1,2,5,1,2,1,2,1,1,1,3,11,3,38.0,2
372877,1,1,1,3,1,2,2,1,1,1,1,9,5,2,19.0,4
450702,3,1,2,3,1,2,1,1,1,2,1,4,10,3,36.0,2
457611,2,1,1,4,2,2,1,1,1,2,2,8,6,3,46.0,3
340438,5,1,2,5,5,2,1,1,1,1,1,4,11,2,16.0,2
445236,2,1,1,5,2,2,1,2,1,1,1,3,2,3,32.0,2
425988,2,1,1,4,2,2,1,2,1,1,1,3,4,3,35.0,2
335669,2,1,1,3,2,2,2,1,3,6,1,7,4,2,16.0,4
428824,2,1,1,3,1,2,1,1,1,2,2,9,8,3,36.0,4
445431,1,1,1,3,1,2,1,2,1,1,1,1,2,3,43.0,2
316518,2,1,2,5,2,2,1,1,1,1,1,9,5,1,11.0,4
350939,2,1,2,5,2,2,1,2,1,2,1,9,4,2,29.0,4
387204,1,1,1,5,1,2,1,1,1,2,1,1,11,3,47.0,1
524565,1,1,1,3,1,2,1,1,1,2,1,8,12,3,46.0,4
568738,1,1,1,7,5,2,1,3,1,1,2,5,1,4,57.0,3
407159,2,1,1,5,2,2,1,1,1,2,1,1,3,3,37.0,1
465160,1,1,1,3,1,2,1,1,1,1,2,5,4,3,33.0,3
523717,1,1,2,6,1,2,1,1,1,2,1,2,11,3,48.0,2
314649,3,1,2,2,1,1,2,1,3,1,4,2,11,1,12.0,2
333681,2,1,2,5,2,2,1,2,1,1,1,4,10,2,30.0,2
326573,2,1,2,4,2,2,1,2,1,2,1,6,10,1,6.0,3
410787,3,1,2,4,1,2,1,2,1,2,1,1,4,3,33.0,1
342753,2,1,1,5,2,2,1,2,1,2,2,5,8,2,24.0,3
310593,2,1,2,5,2,2,1,2,1,2,1,4,5,1,5.0,2
333673,5,1,2,3,4,2,1,2,1,2,1,7,9,2,29.0,2
457747,3,1,1,5,1,2,1,2,1,2,1,5,3,3,42.0,3
435234,2,1,2,3,2,2,2,1,1,2,2,6,12,3,45.0,3
513785,1,1,2,3,1,2,1,1,1,1,1,9,5,3,40.0,4
407993,3,1,2,2,1,2,1,1,1,2,1,7,4,3,47.0,4
438901,1,1,1,3,1,2,1,1,1,1,1,5,3,3,39.0,3
395726,2,1,2,5,2,2,1,2,1,2,1,6,11,3,45.0,4
459981,2,1,1,4,2,2,1,2,1,1,1,9,9,3,45.0,4
491288,5,1,2,2,1,2,1,2,3,2,1,6,11,3,41.0,2
334927,2,1,2,5,2,2,1,2,1,1,1,2,10,2,23.0,1
503157,2,1,2,5,2,2,1,1,1,9,1,4,11,3,32.0,2
346991,2,1,2,6,2,2,1,4,1,1,2,2,6,2,17.0,1
476169,2,1,1,5,2,2,1,2,1,2,1,2,7,3,38.0,1
506279,5,1,2,4,4,2,1,2,4,6,1,6,10,3,32.0,2
436968,1,1,2,2,1,1,1,1,1,1,4,6,11,3,37.0,2
474611,3,1,1,3,1,2,1,1,1,2,1,2,8,3,41.0,1
327773,-9,1,2,2,1,1,1,1,1,2,4,9,5,1,11.0,-9
311272,1,1,1,2,1,1,1,1,1,2,4,7,2,1,5.0,2
474000,1,1,1,3,1,2,1,2,1,9,1,4,7,3,36.0,2
431894,2,1,1,4,2,2,1,2,1,9,1,5,2,3,38.0,3
440829,2,1,1,2,1,2,1,1,1,2,1,5,2,3,44.0,3
312215,3,1,2,2,1,1,1,2,1,1,4,7,4,1,2.0,2
559457,2,1,1,4,2,2,2,2,5,6,2,1,5,4,52.0,1
388459,1,1,2,5,4,2,1,1,1,1,1,2,11,3,36.0,2
535244,1,1,2,4,1,2,1,1,1,1,1,2,10,4,49.0,1
566369,2,1,1,4,2,2,1,2,1,2,1,1,4,4,58.0,2
553631,2,1,1,4,2,2,1,1,1,2,1,2,10,4,52.0,1
355049,2,1,2,2,2,2,1,2,1,1,1,5,5,2,26.0,3
509213,2,1,1,3,1,2,1,1,2,2,1,3,2,3,39.0,2
522247,2,1,1,3,2,2,2,1,4,9,1,3,8,3,44.0,2
330954,2,1,2,3,2,2,2,2,3,7,1,9,11,2,22.0,4
439767,2,1,1,5,2,2,2,1,1,2,1,5,2,3,37.0,3
322166,2,1,1,5,2,2,2,3,3,6,2,8,6,1,15.0,4
529622,2,1,2,5,2,2,1,2,1,2,1,2,9,3,34.0,2
507522,2,1,2,6,2,2,2,2,3,7,1,6,6,3,44.0,2
445077,4,1,1,5,5,2,1,1,1,2,1,5,3,3,41.0,3
383385,4,1,1,3,1,2,1,1,1,1,2,5,3,3,47.0,3
369313,5,1,2,2,1,1,1,2,3,6,4,3,8,2,18.0,2
305586,2,1,1,7,2,2,1,2,1,2,1,7,4,1,6.0,4
419181,2,1,1,5,2,2,1,2,1,2,1,5,2,3,48.0,3
367315,2,1,2,3,2,2,1,1,1,2,1,6,11,2,29.0,3
343980,2,1,2,4,2,2,1,1,1,1,1,1,6,2,17.0,2
337293,3,1,2,4,1,2,1,1,1,2,1,1,5,2,25.0,2
352100,2,1,2,4,2,2,1,1,1,2,1,3,11,2,27.0,2
547797,2,1,1,4,2,2,1,2,1,1,2,5,12,4,57.0,3
486182,2,1,1,4,2,2,1,2,1,1,1,8,4,3,41.0,3
501898,2,1,1,3,2,2,2,2,3,6,2,4,10,3,32.0,2
459983,2,1,1,3,1,2,1,2,1,1,1,5,12,3,33.0,3
427342,1,1,1,3,1,2,1,1,1,2,1,3,2,3,47.0,2
304263,2,1,1,6,2,2,1,2,1,2,1,9,11,1,14.0,4
490429,3,1,1,3,1,2,1,4,1,9,1,5,5,3,41.0,3
384363,6,1,1,6,1,2,1,3,1,2,1,9,4,3,42.0,4
391815,1,1,1,5,4,2,1,2,1,3,2,3,12,3,47.0,2
426967,2,1,2,2,1,2,1,2,1,2,1,3,7,3,31.0,2
444441,4,1,1,4,4,2,1,1,1,1,1,2,6,3,35.0,1
562542,2,1,2,6,2,2,1,2,1,2,1,3,8,4,56.0,2
329280,2,1,2,4,2,2,1,1,1,2,1,4,5,2,17.0,2
493911,6,1,1,3,1,2,1,2,1,1,1,5,2,3,33.0,3
457903,2,1,1,5,2,2,1,2,1,2,1,3,9,3,46.0,2
389711,1,1,1,4,1,2,1,1,1,2,2,5,3,3,38.0,3
444539,3,1,1,4,1,2,1,2,1,1,1,9,2,3,32.0,4
431204,3,1,2,3,1,2,1,2,1,1,1,4,6,3,48.0,2
332038,5,1,2,3,1,2,1,1,1,2,1,4,5,2,29.0,2
397000,2,1,2,3,1,2,1,1,3,6,1,1,4,3,39.0,1
539092,2,1,1,4,2,2,1,2,1,2,1,5,5,4,54.0,3
497237,2,1,1,7,2,2,1,2,1,2,2,4,4,3,33.0,2
365004,2,1,2,4,2,2,1,1,1,2,1,4,4,2,22.0,2
342846,1,1,1,2,1,2,2,2,3,1,1,9,5,2,28.0,4
305802,4,1,1,2,1,1,1,1,1,1,4,9,5,1,10.0,2
420916,4,1,1,2,1,2,1,2,1,2,2,9,10,3,47.0,4
533893,-9,1,1,3,2,2,1,2,1,1,1,1,5,3,45.0,-9
402752,3,1,1,3,1,2,1,1,1,1,1,8,2,3,37.0,4
344266,2,1,2,6,2,2,1,3,1,2,1,6,11,2,24.0,3
473154,2,1,1,5,2,2,1,2,1,2,1,2,8,3,36.0,2
386929,3,1,1,3,1,2,1,1,1,2,2,5,3,3,40.0,3
360925,1,1,1,2,1,1,1,1,3,2,4,9,5,2,27.0,2
542320,2,1,1,5,2,2,1,2,1,2,2,1,4,4,52.0,1
503505,3,1,2,3,1,2,1,1,1,2,1,3,9,3,43.0,2
516445,2,1,2,4,2,2,2,1,4,2,1,2,11,3,46.0,2
367884,2,1,2,4,2,2,1,2,1,2,1,4,7,2,18.0,2
336678,2,1,2,5,2,2,1,3,1,2,1,9,5,2,17.0,4
325973,2,1,2,6,2,2,1,3,1,2,1,3,10,1,1.0,2
532201,2,1,1,5,2,2,1,3,1,2,1,1,2,3,36.0,1
551279,3,1,2,3,1,2,1,1,1,2,2,6,12,4,49.0,3
384729,1,1,1,4,1,2,2,1,1,2,1,7,4,3,31.0,4
469367,2,1,2,4,2,2,1,1,1,1,1,4,6,3,48.0,2
483479,2,1,1,6,2,2,1,2,1,2,2,5,3,3,44.0,3
527237,2,1,1,3,1,2,1,1,1,2,1,5,3,3,39.0,3
420645,2,1,2,5,2,2,1,2,1,2,1,1,11,3,41.0,1
551364,2,1,1,5,2,2,1,2,1,1,1,2,11,4,50.0,1
504386,3,1,1,4,1,2,1,2,1,2,1,4,2,3,41.0,2
542950,3,1,1,5,1,2,1,2,1,2,1,9,3,4,55.0,4
504411,3,1,2,5,3,2,1,1,1,2,1,2,5,3,42.0,2
467536,2,1,1,5,2,2,1,1,1,2,1,5,3,3,31.0,3
497130,2,1,2,4,2,2,1,2,1,1,1,2,2,3,39.0,1
480334,2,1,1,6,2,2,1,3,1,2,1,4,11,3,31.0,2
502766,2,1,2,4,2,2,1,2,3,4,1,2,10,3,39.0,1
438550,5,1,1,2,1,2,1,2,1,1,1,4,6,3,32.0,2
396981,2,1,2,4,2,2,1,1,1,1,1,1,4,3,42.0,1
542902,2,1,1,5,2,2,1,2,1,2,2,5,2,4,50.0,3
451535,2,1,2,2,1,2,1,2,1,2,1,6,12,3,42.0,3
563336,3,1,2,3,1,2,1,2,1,1,1,4,7,4,53.0,2
393279,1,1,2,5,4,2,1,1,1,1,1,1,4,3,35.0,2
465750,2,1,1,2,1,2,1,1,1,1,1,1,6,3,39.0,1
428819,1,1,1,2,1,2,1,1,1,1,1,9,5,3,48.0,4
442579,2,1,1,6,2,2,1,2,1,2,2,6,1,3,46.0,2
371925,2,1,2,5,2,2,1,3,3,1,1,4,12,2,20.0,2
348140,2,1,2,5,2,2,1,3,1,2,1,7,4,2,29.0,4
316430,1,1,1,6,5,2,1,4,1,9,2,1,5,1,9.0,2
509951,2,1,1,3,2,2,1,1,1,1,1,3,6,3,45.0,2
413016,2,1,2,3,2,2,1,1,1,1,2,2,8,3,43.0,1
394165,3,1,1,3,1,2,2,1,1,1,1,5,2,3,37.0,3
505069,1,1,1,5,1,2,1,3,1,1,1,2,7,3,37.0,1
319425,5,1,2,6,1,2,1,5,1,9,1,6,11,1,8.0,4
342673,2,1,1,6,2,2,1,2,1,2,1,5,8,2,28.0,3
510960,1,1,2,2,1,2,1,1,1,1,1,3,2,3,38.0,2
553081,2,1,2,5,2,2,1,1,1,2,2,3,8,4,57.0,2
328993,5,1,2,3,4,2,1,2,1,2,1,3,9,2,29.0,2
334138,6,1,2,6,4,2,1,3,1,2,1,5,2,2,26.0,3
498208,2,1,1,6,2,2,1,3,1,2,2,5,3,3,48.0,3
563837,2,1,1,5,2,2,1,2,1,1,2,8,6,4,57.0,4
341123,2,1,2,6,2,2,1,2,1,2,1,2,11,2,18.0,2
387985,1,1,1,4,5,2,1,3,1,1,1,2,10,3,48.0,1
365565,2,1,2,4,2,2,1,1,1,2,1,9,5,2,25.0,4
403806,2,1,1,6,2,2,1,2,1,2,1,2,10,3,41.0,1
565018,2,1,1,3,2,2,1,2,1,9,2,3,7,4,58.0,1
417727,2,1,1,5,2,2,1,1,1,2,1,5,2,3,34.0,3
510498,3,1,1,3,1,2,1,1,1,1,1,2,4,3,36.0,1
332105,2,1,2,4,2,2,1,1,1,2,1,2,8,2,27.0,1
557928,2,1,1,4,2,2,1,3,1,2,2,1,4,4,51.0,2
349216,2,1,2,4,2,2,1,1,1,2,1,2,10,2,21.0,1
562360,2,1,1,5,2,2,1,1,1,2,1,8,4,4,58.0,4
337982,2,1,2,6,2,2,1,1,1,1,1,6,10,2,30.0,4
497155,3,1,2,3,1,2,2,1,1,2,1,2,8,3,38.0,1
456659,2,1,2,5,2,2,1,1,1,2,1,4,6,3,48.0,2
537849,2,1,1,3,2,2,1,1,1,1,1,1,2,4,58.0,2
408068,2,1,1,4,2,2,1,1,1,2,1,5,2,3,47.0,3
477487,2,1,1,5,2,2,1,2,1,2,1,2,10,3,38.0,1
327614,2,1,1,3,2,2,1,2,1,2,1,2,10,1,14.0,1
358147,2,1,2,5,2,2,1,2,1,2,1,2,11,2,28.0,2
342282,2,1,2,4,2,2,1,1,1,2,1,2,11,2,19.0,2
514114,2,1,1,5,2,2,1,1,1,9,1,3,7,3,35.0,2
360210,2,1,1,3,2,2,2,1,5,6,1,5,5,2,21.0,4
338343,2,1,2,5,2,2,1,3,1,2,1,3,11,2,29.0,2
312620,2,1,1,6,2,2,1,2,1,1,2,2,12,1,1.0,1
380803,5,1,1,2,1,2,1,1,1,1,1,9,10,3,44.0,4
425752,2,1,2,2,1,2,2,1,1,1,1,7,4,3,40.0,4
314992,5,1,2,4,3,2,1,1,1,2,2,3,2,1,4.0,2
476628,2,1,1,3,1,2,1,2,1,1,1,3,6,3,37.0,2
358119,5,1,2,5,4,2,1,1,1,1,1,9,5,2,28.0,4
542041,2,1,1,4,2,2,1,1,1,2,1,3,7,4,59.0,1
396690,3,1,2,5,4,2,1,1,1,2,1,6,10,3,37.0,3
459549,2,1,1,6,2,2,1,2,1,2,1,9,4,3,34.0,4
503738,2,1,1,4,2,2,1,2,5,5,2,2,8,3,46.0,1
535216,2,1,1,5,2,2,1,1,1,2,2,5,3,4,60.0,3
372579,5,1,2,4,3,2,1,2,4,2,1,2,11,2,25.0,2
384423,2,1,1,3,2,2,2,1,4,2,1,8,2,3,31.0,4
504467,5,1,1,2,1,2,1,1,1,1,1,3,12,3,39.0,2
433070,5,1,2,2,1,1,1,1,1,9,4,4,8,3,45.0,2
333186,2,1,2,6,2,2,1,1,1,1,1,6,11,2,19.0,3
417842,2,1,2,5,2,2,2,1,1,2,1,7,4,3,44.0,4
502594,3,1,2,3,4,2,1,1,1,2,1,7,9,3,38.0,2
546720,2,1,1,5,2,2,2,2,5,6,1,2,12,4,54.0,1
389093,2,1,1,5,2,2,1,1,1,1,1,3,9,3,36.0,2
472486,3,1,1,2,1,2,1,2,1,2,2,5,3,3,37.0,3
345318,2,1,2,7,2,2,1,2,1,2,1,6,11,2,23.0,4
450537,3,1,2,3,1,2,2,2,1,2,1,9,4,3,33.0,4
480990,1,1,1,3,1,2,1,2,1,1,1,9,2,3,37.0,4
366258,3,1,2,5,1,2,1,1,1,2,1,6,12,2,21.0,3
476098,1,1,1,5,5,2,1,2,1,2,2,3,8,3,44.0,2
524593,6,1,1,7,1,2,2,1,1,2,2,4,12,3,43.0,2
484832,2,1,1,3,2,2,2,1,1,2,1,9,4,3,44.0,4
449721,3,1,2,4,1,2,2,1,1,2,1,2,8,3,35.0,1
489756,1,1,1,3,1,2,1,1,1,2,1,5,2,3,39.0,3
418589,2,1,2,5,2,2,1,1,1,2,1,2,11,3,32.0,2
442747,2,1,2,5,2,2,2,1,1,9,1,2,10,3,46.0,1
394985,1,1,1,6,1,2,2,2,2,2,1,9,3,3,36.0,4
475497,1,1,2,3,1,2,1,2,1,9,1,4,7,3,34.0,2
531142,2,1,2,6,2,2,1,2,1,2,1,2,10,3,43.0,2
497851,2,1,1,4,2,2,1,2,1,2,1,5,4,3,32.0,3
429846,4,1,1,2,1,2,1,1,2,2,1,4,9,3,33.0,2
454858,2,1,1,4,2,2,1,1,1,2,1,3,4,3,41.0,2
346949,2,1,2,4,2,2,1,1,1,2,1,4,3,2,16.0,2
389329,2,1,2,2,1,2,1,1,1,2,1,7,4,3,47.0,4
496064,3,1,1,5,1,2,1,4,1,1,1,8,2,3,47.0,3
506940,2,1,1,7,2,2,1,2,1,1,1,8,3,3,45.0,3
406884,1,1,2,5,4,2,1,4,1,2,1,1,11,3,47.0,1
430420,2,1,1,4,2,2,1,2,1,1,2,5,3,3,38.0,3
424898,1,1,2,6,4,2,1,2,1,9,1,5,8,3,43.0,3
500663,1,1,1,5,4,2,2,2,3,7,1,5,2,3,37.0,3
316990,2,1,2,3,2,2,1,1,1,2,1,9,5,1,8.0,4
568829,2,1,1,5,2,2,1,1,1,9,1,1,6,4,55.0,1
532570,3,1,2,3,1,2,1,1,1,1,1,3,5,3,48.0,1
324072,2,1,2,6,2,2,1,2,1,2,1,6,11,1,8.0,3
450560,2,1,2,3,2,2,1,2,1,1,1,4,6,3,32.0,2
383682,3,1,2,5,4,2,1,1,1,9,1,4,6,3,42.0,2
422414,1,1,2,5,3,2,1,2,1,2,1,1,4,3,42.0,2
463647,2,1,1,6,2,2,1,3,1,2,1,3,6,3,34.0,2
330477,3,1,2,5,1,2,1,2,1,1,1,6,11,2,30.0,4
307126,2,1,2,5,2,2,1,1,1,1,1,6,10,1,7.0,3
564501,3,1,1,5,4,2,1,1,1,1,1,1,9,4,49.0,1
463946,2,1,2,3,2,2,1,2,1,2,1,4,2,3,41.0,2
543206,2,1,1,5,1,2,1,1,1,2,2,5,1,4,53.0,3
504406,1,1,1,5,1,2,1,3,1,9,2,5,3,3,48.0,3
390377,2,1,1,6,2,2,1,2,1,1,2,2,12,3,33.0,1
354944,2,1,1,6,2,2,1,4,1,2,2,7,6,2,26.0,2
355328,5,1,1,3,1,2,1,2,1,1,1,7,4,2,27.0,4
557293,2,1,1,5,2,2,2,3,3,6,2,5,5,4,52.0,3
537892,3,1,1,4,4,2,1,2,1,2,1,3,6,4,56.0,2
311490,2,1,2,5,2,2,1,1,1,2,1,2,8,1,15.0,1
379199,2,1,2,2,1,1,1,1,1,1,4,9,5,2,22.0,2
451688,2,1,1,3,2,2,2,1,1,2,1,9,6,3,32.0,4
442444,2,1,1,6,2,2,1,1,1,1,1,5,8,3,38.0,3
523423,2,1,1,2,1,2,1,2,3,6,1,7,9,3,36.0,2
394096,1,1,2,3,4,2,1,1,1,1,1,2,7,3,36.0,1
403824,2,1,1,3,2,2,2,2,4,6,1,8,2,3,43.0,4
360157,3,1,2,3,1,2,2,1,1,2,2,9,4,2,25.0,4
482803,2,1,1,5,2,2,1,1,1,2,1,8,6,3,48.0,4
485601,5,1,2,5,4,2,1,2,1,1,1,1,4,3,32.0,2
512124,3,1,2,3,1,2,1,1,1,1,2,2,11,3,46.0,2
351913,3,1,2,5,3,2,1,3,1,1,1,6,10,2,18.0,4
537841,2,1,1,3,2,2,2,1,1,1,1,3,6,4,50.0,2
443389,2,1,2,5,2,2,1,2,1,2,1,6,10,3,45.0,3
509336,1,1,1,2,1,2,2,3,5,6,2,9,8,3,41.0,4
